Date,Text,Content,Username;;;;
;;;;
"Its the worst implementatation trully. Asli nya bagus, tpi kondisi ekonomi sama sistem negara kaya gini. Big doubt."",Tomoya_Aaron";;;;
2022-03-02 08:03:11+00:00,1498931914274934786,@BPJSKesehatanRI Untuk memenuhi kebutuhan setiap hari keluarga saya saja harus gali lobang tutup lobang gimana buat angsur bpjs tiap bulanya..? Sedangkan sekarang saya dapat kesempatan kerja tp syaratnya harus buat sim dan buat sim juga harus melunasi tunggakan bpjs..solusinya gimana kalo begitu?,bayu_gambhuz;;;;
2022-03-02 07:37:55+00:00,1498925554946306048,@djsupriyanto19 @ccountkuini @Louis_chantika @CNNIndonesia Skrng pemerintah mulai lg dngn mmbuat aturan yg mengurus administrasi sprti SIM dan STNK harus pengguna BPJS aktif.. Aturan macam apa ini?? Bisa2 buat aturan kaya beginian.. Sma kaya aturan JHT apa g dipikir dulu sblum di agendakan.. Itu point nya..,qianamia13;;;;
"2022-03-02 07:33:55+00:00,1498924548783484930,""Kasatlantas Polres Salatiga AKP Arfian Rizky Dwi Wibowo, S.I.K. mengkonfirmasi, hingga saat ini pihaknya belum menetapkan penggunaan BPJS Kesehatan untuk permohonan SIM maupun perpanjangan STNK.";;;;
"https://t.co/VA24OHTmqD"",RadioRasika";;;;
"2022-03-02 07:25:32+00:00,1498922436385214464,""@CNNIndonesia Untuk BPJS syarat SIM, STNK dan jual beli tanah lanjut nih?"",mahendrarie_";;;;
2022-03-02 06:55:12+00:00,1498914805549527041,Ayo selanjutnya BPJS syarat perpanjang masa Berlaku SIM. https://t.co/mLAYE1AYsk,tekupla;;;;
2022-03-02 06:30:20+00:00,1498908546892963842,@coconoixdenut @schfess Itu kak kan baru2 ni ada mau kebijakan baru yg katanya kalo mau urus ktp sim dkk harus punya bpjs. Makin ribet sih jadinya kalo beneran,studyjess_;;;;
"2022-03-02 06:17:51+00:00,1498905404818214913,""@CNNIndonesia Dampaknya yaitu segala pengurusan JB Tanah, Perpanjang SIM, STNK dll harus punya BPJS Kesehatan. Kl ini mah sama aja, hanya memindahkan tempat dari A ke B 😂"",Koop_Only";;;;
"2022-03-02 06:16:52+00:00,1498905158398656512,""@schfess Maksudku, i just see no point in it. Bpjs itu kayak asuransi gitu tapi dari negara, kan? Lah kalo misalnya kita ga punya bpjs kesehatan tapi punya asuransi kesehatan dari perusahaan A, masa ga boleh memiliki akses ke gitu2an? Dan bpjs kesehatan ga ada hubungannya dgn ktp sim dkk"",coconoixdenut";;;;
"2022-03-02 06:05:46+00:00,1498902364333678596,""Sebab, Inpres yang ditandatangani pada tanggal 6 Januari tersebut menjadikan kepesertaan BPJS Kesehatan sebagai syarat wajib dalam mengurus sejumlah pelayanan publik, mulai dari pembuatan SIM dan SKCK, pengurusan STNK, izin usaha, jual beli tanah, umrah, haji, hingga keimigrasian"",Fraksi_Gerindra";;;;
2022-03-02 06:03:59+00:00,1498901914137743361,@tanyakanrl Seriusan mo ngurus SIM harus punya BPJS? 🙃,flowyerri;;;;
2022-03-02 05:49:43+00:00,1498898323125989380,@BPJSKesehatanRI Min mau tanya.. kalo udh ada Asuransi Dari kantor apa perlu Ikut Bpjs lg? utk kebijakan Ngurus SIM/perpanjang Stnk perlu Kartu bpjs gimana kalau udah ada asuransi?,irfadio;;;;
"2022-03-02 02:58:15+00:00,1498855171874750467,""@KompasTV Insaflah wahai cak @cakimiNOW .. Betapa banyak masyarakat yg menderita susah cari makan, susah cari kerja, mau urus SIM, perpanjang STNK kudu buat bpjs, dll.. Buat makan aja susah boro2 urus bpjs... Anda mah enak"",fayruzfayqa";;;;
2022-03-02 02:30:33+00:00,1498848201713291266,Kapan syarat bpjs untuk urus sim dicabut...? Cabut lah perpres ngawur,Masday1924;;;;
"2022-03-02 01:41:19+00:00,1498835812037062657,""Asuransinya wajib BPJS, sebagai prasyarat ngurus sim, stnk, surat tanah dll. Kalo udah terlanjur pake asuransi lain gimana?"",anggitsanjaya99";;;;
"2022-03-02 01:14:18+00:00,1498829015993384962,""@VIVAcoid Yg riel radikal radikul itu"; BBM naik, Tarif Toll Naik, Minyak Goreng Langka, Gula dan Terigu naik, Listrik Naik, Daging juga naik, Semua hrs ikut BPJS, spy bisa buat SIM, jual beli tanah..;;;
;;;;
"Puncaknya Pemilu Ingin ditunda..."",asep_surja";;;;
"2022-03-02 00:11:07+00:00,1498813114837778437,""Hanya kelompok kecil!";;;;
Jangan sebut rakyat!;;;;
"Cukup batalkan aturan BPJS dikaitkan dg urusan perpanjangan SIM dll. https://t.co/KbuNgzbPnc"",senasurya53";;;;
"2022-03-01 23:07:09+00:00,1498797013625802754,""@__Sridiana_3va Kalo ketibaan, ada korban PHK trus pengen jd kang Ojek, sementara BPJS masih nunggak. Mana yg mau diduluin dok, bayar buat perpanjang SIM dan STNK yg abis atau bayar dulu tunggakan BPJS. Kalo duluin BPJS maka ga bs perpanjang SIM-STNK. Kadang sedih andai kejadian ini terjadi."",Indra_satri";;;;
"2022-03-01 22:25:07+00:00,1498786439718268929,""@detikcom ngapain pulang, nanti mau beli rumah, bikin SIM,  harus punya bpjs, ga ada minyak goreng, yg jelas kena php"",hbprasetyo157";;;;
"2022-03-01 18:19:36+00:00,1498724652050309125,""@__Sridiana_3va Jual beli tanah ada pajak yg harus dibayar, SIM dan STNK juga ada pajak yg hrs dibayar.. semua ada oajak nya skrg di tambah lg dgn BPJS, kalau di RS pasien yg pakai BPJS tdk diperlakukan seperti masyarakat kelas 2 sih baik2 aja dah bayar masih aja diperlakukan dgn tdk ramah"",IndonesiaFaried";;;;
"2022-03-01 16:50:38+00:00,1498702262855634947,""Ada yg tau perpanjang sim sekarang, harus punya bpjs nggak? Mohon info lur."",ferdinandrega_8";;;;
"2022-03-01 14:49:19+00:00,1498671732886220800,""@Yusrilihza_Mhd : Prof, terkait inpres yg di haruskan adanya kepersertaan BPJS utk pengurusan hal² yg berkaitan dg umroh,jual beli tanah,bayar stnk,sim dll, apakah itu bs dibenarkan secara Tata hukum?";;;;
;;;;
"Cc: @jokowi"",nofchan71";;;;
"2022-03-01 14:35:49+00:00,1498668333931114502,""Imagine e-KTP bisa di pake di berbagai aktivitas. Mungkin udah ga ada kartu SIM, BPJS, NPWP, dll karna semua data udah ada di dalam 1 kartu. Hidup mudah banget kalo kaya gitu. Tapi korupsi e-KTP bikin hampir kehilangan harapan, semoga dengan adanya PDN masih ada harapan tersebut. https://t.co/qdJKva1zuG"",adonisme2k";;;;
2022-03-01 14:03:08+00:00,1498660111434371075,Polda Kaltim Belum Terapkan Syarat Membuat SIM Baru dengan BPJS Kesehatan https://t.co/nZA1lj464R,nomorsatukaltim;;;;
"2022-03-01 12:21:38+00:00,1498634566801960960,""Capek balik kerja harus dihadapkan dengan realita hp rusak, dompet (isi atm, ktp, stnk, bpjs, sim) ilanggg gatau kemana dirumah gua udh ampe pasrah, tanggal tua 👀 ditambah tanda2 tamu bulanan mau dateng, setressssss 🤯"",tayluuvv_";;;;
2022-03-01 11:53:24+00:00,1498627460736303112,Satlantas Polres Tanbu Kalsel Belum Terapkan Kartu BPJS Untuk Syarat Bikin SIM https://t.co/7frboNHanY banjarmasinpost https://t.co/a0q40a6Q37,banjarmasinpost;;;;
"2022-03-01 11:52:06+00:00,1498627135673896964,""Mengapa SIM,STNK,Akta jual beli tanah,dan naik haji harus pakai BPJS? karena rezim sekarang menganggap bahwa mereka tergolong masyarakat mampu. Maksudnya punya duit jadi bisa disedot buat pendanaan ya kalian sudah tahu 😎"",theaqyal";;;;
"2022-03-01 11:13:43+00:00,1498617475919126530,""Beberapa poin instruksi tersebut membuat kartu BPJS Kesehatan menjadi syarat wajib beberapa layanan publik:";;;;
Jual beli tanah;;;;
Mengurus SIM, STNK, SKCK;;;;
Daftar haji dan umrah;;;;
Pengajuan KUR (Kredit Usaha Rakyat);;;;
Pengajuan Izin Usaha;;;;
"Petani dan nelayan penerima program kementerian"",ISMKI_Indonesia";;;;
"2022-03-01 11:05:11+00:00,1498615325205663750,""Mulai Hari Ini, Kartu BPJS Jadi Syarat Membeli Tanah, Urus SIM dan STNK https://t.co/dcWmYOWOK8"",heraldindo";;;;
2022-03-01 10:37:43+00:00,1498608416280903680,@C_JessiJKT48 Harus punya kartu BPJS juga buat bikin SIM 🙃🙃,92AltoSptngr;;;;
"2022-03-01 08:53:20+00:00,1498582147367538689,""Layanan SIM dan STNK Disertai Kartu BPJS, Satlantas Polres Tapin Tunggu Informasi Korlantas https://t.co/GkTS7Chr4w banjarmasinpost https://t.co/q2NOKLsWx6"",banjarmasinpost";;;;
"2022-03-01 08:39:13+00:00,1498578592867176448,""Dulur, krungu2mulai tgl 1 maret 2022 ngurus SIM, STNK lan jual beli tanah kudu kepemilikan Kartu BPJS.";;;;
Meurut pendapat sampean yak opo dulur...;;;;
"#NgocakShow #NgobrolKocak bareng Ning Metty sampek jam 5 sore, https://t.co/b2hI6yQmQt"",kotafm881";;;;
"2022-03-01 08:25:03+00:00,1498575027444535300,""Fadli Zon Beri 4 Catatan Khusus Usai BPJS Kesehatan jadi Syarat Wajib Pembuatan SIM, Jual Beli Tanah. @tribunnews";;;;
;;;;
"https://t.co/BUj3WPipgW"",fadlizon";;;;
"2022-03-01 08:20:58+00:00,1498574000460824576,""Fadli Zon Beri 4 Catatan Khusus Usai BPJS Kesehatan jadi Syarat Wajib Pembuatan SIM, Jual Beli Tanah.";;;;
;;;;
"https://t.co/BUj3WPipgW"",fadlizon";;;;
2022-03-01 07:19:40+00:00,1498558575593287681,@anisajayanti_ @ainunnajib Pulang Bang... Siapa tw bisa di daftarkan BPJS Kes.. biar bisa perpanjang sim dll... Atau 3 periode...,rhandoko21;;;;
2022-03-01 07:00:53+00:00,1498553845466959872,@kompascom yg gw tunggu cara urus sim tanpa bpjs 🤣,ki_duyeh73;;;;
"2022-03-01 06:01:46+00:00,1498538970388434946,""Motor, SIM biaya/beli sendiri. Tanah jg tanah pribadi. Sedangkan BPJS Kes itukan pilihan, ga ikut BPJS Kes ya tidak dptkan pelayanan yg ada. Jadi MEMAKSA Ikut BPJS utk urus STNK, SIM &amp";" urus Dokumen Tanah itu mempersulit Rakyat. Cari uang kog gini amat ya? https://t.co/eKsmafWm5A"",Dogelkarya82";;;
"2022-03-01 05:36:59+00:00,1498532732439502850,""@jokowi Kenapa pak Bpjs harus jadi syarat urus SIM, Stnk, padahal jangankan buat bayar Bpjs, buat bayar angsuran ke Bank saja tersendat. Gimana hidup rakyat gak tambah susah. Usul saya sebaiknya aturan itu dicabut.!"",UNajib4";;;;
2022-03-01 05:31:02+00:00,1498531234779385860,Min @JeparaPolres  @jepara_sat  syarat bpjs urus sim stnk belum berlaku ? Bentar lagi perpanjang iki....,rifkaaji1;;;;
"2022-03-01 05:24:23+00:00,1498529563252760582,""tema debat siang ini: bpjs yang jadi syarat buat ngurus sim, stnk, jual beli tanah, umrah/haji dll wkwkwk"",rendozvous";;;;
"2022-03-01 05:08:08+00:00,1498525473877360650,""Selesai perpanjang SIM di Blok M Square. Udah bawa kartu BPJS, tapi ga ditanya. Ada tes psikologi juga, biayanya Rp60.000."",iwangln";;;;
2022-03-01 05:06:53+00:00,1498525157752721415,Syarat BPJS Untuk Pembuatan SIM Belum Diterapkan Polres Sinjai https://t.co/o2NvUG8ODF,republiknews_;;;;
"2022-03-01 04:51:45+00:00,1498521351044624387,""Urus SIM, STNK hingga urus Surat Tanah wajib menggunakan JKN.";;;;
Dengan alasan agar yang daftar JKN/bpjs semakin banyak.;;;;
Atau sebenarnya BPJS bangkrut atau Buat bayar utang.;;;;
;;;;
Entahlahh….;;;;
;;;;
"Now Playing: Something Wrong YKHC - NESU (Negoro Edan Sengsoro Uripe)"",killawouf";;;;
"2022-03-01 04:43:55+00:00,1498519378215587843,""@__Sridiana_3va @RamliRizal Sebenarnya kalau mau jujur. Tidak ada korelasi nya BPJS ini dikaitkan dengan pengurusan SKCK, SIM, jual beli tanah dsb nya. Itu hanya makin mempersulit rakyat yang sudah sangat sulit dan pelik. Tidak semua rakyat itu memiliki BPJS. Sebahagian besar rakyat Indonesia blm pnya BPJS"",RahmadDodiSire1";;;;
2022-03-01 04:09:34+00:00,1498510734698823680,mau tanya dong min td pagi saudara perpanjang masa berlaku sim c didaerah jaksel kampus trilogi dan dia gak pny bpjs trs dikenakan biaya tambahan sebesar 60 rb untuk program bpjs apakah udah mulai berlaku ya min urus surat2 dengan lampirin bpjs @TMCPoldaMetro #simKeliling,roean85;;;;
"2022-03-01 03:52:41+00:00,1498506482882539525,""Dari tahun 2005 sampai sekarang ane gak punya SIM motor / mobil, eh baru tau kalo 2022 mau bikin SIM kudu punya kartu BPJS, makin hancur-hancuran saja kebijakannya si Mukidi !!";;;;
;;;;
"#NegeriDirusakMukidi"",duckbusterr";;;;
"2022-03-01 03:48:39+00:00,1498505467814887429,""BPJS Jadi Syarat Bikin SIM Hingga Jual Beli Tanah, Fadli Zon Bilang Sangat Gegabah. https://t.co/GXlS4jQa41"",fadlizon";;;;
"2022-03-01 03:30:32+00:00,1498500908925460482,""saat urus SIM &amp"; STNK harus punya keanggotaan BPJS aktif, saat kecelakaan ngurusnya ke Jasa Raharja ;;;
;;;;
"nanti""""nya beli pertamax pun ditanyain kartu BPJS, yo wis gak beli pertamax .....  mo pake BBM Bioetano E20 buatan sendiri nanti disita karena belum ada ijin dan SNI-nya 🤦‍♂️ https://t.co/DbVUnXiM0T"",achmadhandoko";;;;
"2022-03-01 02:56:04+00:00,1498492235985264640,""@annadif31156970 @__Sridiana_3va Harusnya gak perlu yg 11 ribu T seumpama kebijakannya gak ngawur, zaman pak SBY saja BPJS aman aman saja kok, gak ada kebijakan urus SIM dll pake BPJS."",belau_antu";;;;
"2022-03-01 02:53:12+00:00,1498491513411678215,""Mulai 1 Maret 2022 Kartu BPJS Jadi Syarat Membeli Tanah, Urus SIM dan STNK https://t.co/EtFfRnAz8b"",heraldindo";;;;
"2022-03-01 02:41:04+00:00,1498488462210600966,""@cagubnyinyir2 @aniesbaswedan @ridwankamil @USutendi @wrahardian2 @durysna @bin_martakusuma @OSoekaryo @Mulyadisae3 @j03y4Iez @ali_muntasor @Dimas__seno Sebaiknya gak perlu ada penundaan.";;;;
Jng sampai di akhir masa bakti malah banyak nyinyiran.;;;;
Terpenting ;;;;
#NAME?;;;;
#NAME?;;;;
Driver gojek/ojek bnyk yg sewa motor dan pinjam uang utk SIM.;;;;
"PBI sulit!"",suryasena53";;;;
"2022-03-01 02:07:26+00:00,1498479999267258369,""@rahmahnz @riri_rhi @Gojekmilitan Jadi kamu setuju BPJS dijadikan syarat macam2?";;;;
Baca lagi deh postingan dari gojek militan dan saya itu poinnya apa;;;;
Klo pemerintah tidak mampu menghidupi rakyatnya,jangan susahin rakyatnya..;;;;
SiM dan STNK itu utk ijin kendaraan bermotor yg digunakan cari makan;;;;
"Ga ada hub sama bpjs"",Vikana_dee";;;;
"2022-03-01 01:56:56+00:00,1498477356784447491,""Nunggak Bayar BPJS, Bisakah Urus SIM dan STNK? ";;;;
;;;;
Ari Lasso Ukraina LGBT Haters;;;;
;;;;
"https://t.co/uZTZQOxljz"",bukanhewann";;;;
"2022-03-01 01:42:21+00:00,1498473685967339521,""@rahmahnz @riri_rhi @Gojekmilitan Masy yg nunggak BPJS itu karena uang mereka sangat2 terbatas..drpd utk bayar BPJS mending utk hidup sehari2.tapi skrg bpjs digunakan utk syarat perpanjang sim,pdhal sim utk motor yg digunakan utk cari makan,bpjs ga mampu bayar sim ga bisa diperpanjang..muter2 aja nih masalah"",Vikana_dee";;;;
"2022-03-01 01:10:21+00:00,1498465633683779585,""apakabar yang udah punya asuransi swasta jd ga pernah bayar bpjs lagi 😃😃 mau perpanjangan sim harus bayar tunggakan, orang udah meninggal mau tutup bpjs tetep harus bayar tunggakannya.. kan kek gatau akhlak ya anjg kesel gw"",jaesthetiques";;;;
"2022-03-01 00:42:49+00:00,1498458704714547201,""Naah kan, sudah pasti.. Pelunasan Tunggakan BPJS Kesehatan menjadi Syarat Penerbitan Sertifikat Tanah, SIM, STNK, dan SKCK.";;;;
Yang Nggrantes duluan pastilah Kelompok Cebi yg selama ini muja-muji tidak karuan dan pelan-pelan akhirnya mereka dikesampingkan.. ;;;;
"https://t.co/FTVwAajoLM"",Agus_Purwadi";;;;
2022-02-28 23:32:57+00:00,1498441120560271360,@STARFONTHEUCKER's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,STARFONTHEUCKER;;;;
"2022-02-28 23:13:09+00:00,1498436136045531137,""@mpujayaprema Tunggu ada kejutan lagi Mpu, urus skck,sim, stk,umroh,haji,jualbeli tanah harus punya bpjs. Setelah itu survei kepuasan naik ke 85% ";;;;
"Rahajeng Semeng Mpu 👏"",d2balitour";;;;
"2022-02-28 20:57:32+00:00,1498402009677910016,""Bu Mau Nanya";;;;
BPJS, KIS, JAMKESDA Apakah Fungsi &amp; Kegunaannya Sama ?;;;
Mengapa Untuk Mengurus Sesuatu Harus Menyertakan Kartu BPJS ?;;;;
Kenapa KIS &amp; JAMKESDA Tidak Berlaku Untuk Mengurusnya ? SIM, STNK, SKCK Bahkan Jual Beli Tanah/Rumah ?;;;
"Terimaksih 🙏 https://t.co/9JSAi2r2Vg"",DanielSentanu";;;;
"2022-02-28 20:08:10+00:00,1498389583922298884,""@Gojekmilitan Saya sejak 2014 gk pernah ikut bpjs, krn gk kerja lg &amp";" sampai sekrng Alhamdulillah keluarga pada sehat, ya.... Sakit"""" dikit sih ada terus berobat kedokter &amp";" byr kes, malah kita dilayani dg baik, sekrng byr pajak, sim hrs pake bpjs, berarti pengeluaran saya jd berkurang👏👏👏🤸‍♂"",Anto72829196";;
"2022-02-28 19:20:25+00:00,1498377567039995904,""@PramudyaSubur Maksudnya beban bangsa apa ya ?!";;;;
Setahu saya tdk ada syarat bagi anak bangsa yg mau ikut Pemilu harus bawa Kartu BPJS, jadi nggak ada beban. Pemilu tdk sama dg bikin SIM;;;;
"Kecuali kalau memang nggak ada duitnya utk lakukan Pemilu, maka itu jd beban pemerintah dan bukan beban bangsa"",farimanwhk";;;;
"2022-02-28 17:42:20+00:00,1498352883233804297,""@Gojekmilitan Pdhl SIM dan pajak motor salah satu sarana buat cari nafkah misalnya lewat ojol atau kurir dll";;;;
Krn pajak motor habis &amp; SIM mati sedang duit pas2an cukup buat urus pajak tp gak cukup buat bayar tunggakan BPJS akhirnya berhenti kerja,anak istri terlantar kurang nafkah &amp;" pendidikan"",Nichi_Vaganza";;
"2022-02-28 17:40:47+00:00,1498352495449767936,""@Gojekmilitan Pemerintah tau gak sih kalo msh byk dari rakyat yg terpaksa ngutang utk ngurus SIM/STNK?";;;;
Kalo mrk hrs lunasi tunggakan bpjs dulu sblm ngurus sim/stnk, apa mrk hrs ngutang lagi? ;;;;
"Tega banget.. 😞"",IraSamsudin";;;;
"2022-02-28 16:47:57+00:00,1498339198373294083,""@__Sridiana_3va @dapitnih Aturan bpjs hanya melalui intruksi presiden,";;;;
"Syarat pembuatan sim stnk ada di undang undang, artinya aturan bpjs tidak berlaku kalau bertentangan dengan undang undang"",soang007";;;;
"2022-02-28 16:38:35+00:00,1498336840104828928,""Kalau seperti ini  apa tdk jadi beban rakyat ???!! Mau ngurus BPJS hrs bayar tunggakan dulu,nunggak krn tdk bs bayar iuran,mau perpanjang SIM utk kerja tdk bisa akhirnya dipecat perusahaan krn sopir hrs SIM aktif, jadilah pengangguran... sungguh dzolim mereka😬😬😬 https://t.co/SkIHo4Whqd"",satrianaga";;;;
2022-02-28 15:56:56+00:00,1498326358522404864,@geloraco Bentar lg rakyat banyak yg gak punya SIM Krn aturan pemerintah skrg bikin rakyat menderita udah tau rakyat susah pemerintah lg merampok secara halus melalui BPJS,Jali24885486;;;;
"2022-02-28 15:49:54+00:00,1498324591315341314,""Kalau Nunggak BPJS Kesehatan, Masih Bisa Urus SIM dan STNK?";;;;
;;;;
Rakyat segera lunasi tunggakan atau tdk dpt layanan publik;;;;
;;;;
Rakyat sekarat krn pandemi, maka nunggak BPJS;;;;
Cari makan terhalang PPKM yg berjilid;;;;
Skrg dipaksa lunasi hutang;;;;
;;;;
"Kemana nurani kalian ?? https://t.co/xBHOJ6wK2x"",DrEvaChaniago";;;;
"2022-02-28 15:39:07+00:00,1498321877936517121,""@greysvnflower @FiersaBesari Sekalian urus BPJS mas biar gampang kl mw ngapa2in, terutama bikin sim dan beli rumah"",vatony_11p";;;;
"2022-02-28 15:29:59+00:00,1498319576211558402,""@Gojekmilitan Kalo Nunggak BPJS, ada dispensasi";;;;
"Gak perlu ngiurus SIm dan StNk 😆😆 yang Mustahil bisa saja terjadi di negeri ini"",DhayatOscar1";;;;
2022-02-28 15:24:47+00:00,1498318268255580160,masih ga ngerti kenapa perpanjang SIM harus punya bpjs 😅,fathlazis;;;;
2022-02-28 14:32:48+00:00,1498305189383598082,@SilitongaTomi @Aline_Y_Tan Sibuk kali kau...gas naik...buat SIM pakek BPJS...ntar lg juga listrik dan BBM naik...jgan pura pura bahagia ya...,etbxhnvfhkbc145;;;;
"2022-02-28 14:25:50+00:00,1498303432339247104,""@Gojekmilitan iuran bpjs ga da yg bayar, pemasukan dari sim dan pajak kendaraan juga ga ad ada. tekor tekor dah"",tuh_kacil";;;;
"2022-02-28 13:57:07+00:00,1498296207676174341,""Tol naik, buat sim stnk hrs ikut BPJS sekarang gas naik, udah mulai bangkit bln Januari, ppkm lagi, ini pemerintah waras nggak sih?"",bentargantinama";;;;
"2022-02-28 13:45:40+00:00,1498293325920538624,""Pemerintah mengimbau agar masyarakat yang masih menunggak iuran Jaminan Kesehatan Nasional (JKN) BPJS Kesehatan untuk segera melunasi. Jika tidak, maka tak bisa mengurus dokumen layanan publik.";;;;
;;;;
Nunggak BPJS 3,6jt ngga bisa perpanjang SIM ,harus lunas dulu;;;;
"https://t.co/gX55Y8G6B2"",Mastolib6";;;;
"2022-02-28 13:36:27+00:00,1498291005237624833,""@An_Kiim Artinya rakyat tidak usah urus legalitas..";;;;
"Jadi misal ada yg g bisa perpanjang SIM dan STNK tolong jangan ditilang. Karena mera mungkin tidak sanggup untuk bayar bulanan BPJS"",alf_iyan";;;;
2022-02-28 13:34:09+00:00,1498290429501997057,Kegiatan jual-beli tanah dan bangunan dan pembuatan SIM akan melibatkan kepesertaan BPJS. https://t.co/pbDxwgSh5D,kompascom;;;;
2022-02-28 12:55:03+00:00,1498280589669310465,gapunya bpjs padahal juni bsk perpanjang sim😌 huaaa mager si bikinnya,mitaaaaaaavira;;;;
2022-02-28 12:36:11+00:00,1498275839540035593,Kegiatan jual-beli tanah dan bangunan dan pembuatan SIM akan melibatkan kepesertaan BPJS. https://t.co/aWDE34Isem,kompascom;;;;
"2022-02-28 12:27:41+00:00,1498273698725634048,""@Gojekmilitan Bikin sim normal bisa sampe 5x balik,  harga 150 ribuan. ";;;;
Bikin sim nembak 700 ribuan,  lgsg jd bisa buat daftar ojol atau lamar kerjaan supir. ;;;;
"Trus kalo harus byr bpjs,  kurangnya drmn,  700 aja udah dipaksain biar dpt kerjaan"",Kangkopi2021";;;;
2022-02-28 10:47:08+00:00,1498248396145971200,Bikin sim pake bpjs. Ketoilet pake bpjs dong biar keren  😂,democrateleader;;;;
"2022-02-28 10:29:53+00:00,1498244055259807747,""Pemerintah mengimbau agar masyarakat yang masih menunggak iuran Jaminan Kesehatan Nasional (JKN) BPJS Kesehatan untuk segera melunasi. Jika tidak, maka tak bisa mengurus dokumen layanan publik.";;;;
;;;;
Nunggak BPJS 3,6jt ngga bisa perpanjang SIM ,harus lunas dulu;;;;
"https://t.co/1syhebD2P0"",Gojekmilitan";;;;
"2022-02-28 10:13:27+00:00,1498239918618910722,""Kapan BPJS Kesehatan Jadi Syarat Urus SIM? Simak Bocorannya - https://t.co/Jer47dQSNU ";;;;
;;;;
"#IDCORNER"",IDCorner";;;;
2022-02-28 10:05:31+00:00,1498237922767949825,@Stevaniehuangg Itu bener bpjs jadi syarat perpanjang sim ?,umay_patria;;;;
"2022-02-28 10:02:08+00:00,1498237071341027331,""Utang BPJS Kesehatan ke Muhammadiyah 1,2 Triliun. Meskipun butuh uang, tidak menggebu nggebu menagih ke Pemerintah. ";;;;
;;;;
Sebaliknya pemerintah menerapkan syarat BPJS Kes pada urusan SIM, Jual Beli Tanah, dll kepada rakyat. ;;;;
;;;;
"Dan penikmat BPJS marah marah saat di bilang ‘unfaedah’ 😂 https://t.co/KsqesqKiVp"",Kimberley20101";;;;
"2022-02-28 09:47:29+00:00,1498233384346480641,""Jangan jadikan kesehatan masyarakat yang terkait dengan nyawa jadi permainan politik dan bisnis oligarki. ";;;;
;;;;
"Kejahatan yang tersamar dibalik pemaksaan kebijakan BPJS Kes untuk syarat administrasi pengurusan hajat masyarakat (SIM, STNK, jual beli tanah, naik haji dll) https://t.co/8m21qdGLCt"",Kimberley20101";;;;
"2022-02-28 07:55:53+00:00,1498205298884214784,""Ingat, Siapapun klen yg duduk skr di BPJS yg buat aturan syarat Sim, Ktp &amp"; Surat2. ;;;
;;;;
Saya sumpahin kalian tanpa kecuali. Spy waktu kalian mau KLIMAX yg ada di MATA &amp; PIKIRAN kalian adalah MUKA saya. Keluarga kalian jd BISPAK PARA TUNAWISMA ! ;;;
;;;;
"FUCK YOU YBS !!! FUCK YOUR PARTY https://t.co/BXsddISeaj"",martirindonesia";;;;
2022-02-28 06:54:07+00:00,1498189757582819329,Satlantas Polres Malang Belum Terapkan Persyaratan BPJS Kesehatan Urus SIM dan STNK - https://t.co/wKcENswBZW https://t.co/LlqWCHgpiJ,malangvoice;;;;
"2022-02-28 06:27:29+00:00,1498183054321647621,""@democrazymedia Tolong pak batalkan BPJS kesehatan sebagai syarat SIM, STNK , jual beli tanah dan sebagainya.. rakyat sudah kesulitan cuma utk makan aja... Minyak goreng, kedelai, daging sapi aja lg gk mampu beli dan pemerintah cuma janji2 aja"",ruddysano";;;;
"2022-02-28 06:10:00+00:00,1498178654529994755,""/jbrfess/ yang perpanjangan sim kemaren, syaratnya pake bpjs rekk?"",jembermfs";;;;
2022-02-28 04:36:56+00:00,1498155234476310529,Ini aturan penekanan buat wong cilik cari makan saja susah belum lagi perpanjang sim/stnk terus tiap bulan bayar bpjs bunuhlah saja wong cilik https://t.co/m0aptirfaU,mupikcangek;;;;
"2022-02-28 04:31:43+00:00,1498153920761249794,""@alan09892662 @AgusHamra @OomEwok @TofaTofa_id Pemerintah bingung nyari dana gratisan akhirnya BPJS kesehatan buat syarat ngurus² surat balik tanah, SIM dll"",akuwangiii";;;;
"2022-02-28 04:17:49+00:00,1498150423697698816,""Semakin tambah berat bebanmu saudaraku";;;;
"BPJS Bakal Jadi Syarat Urus SIM dan STNK, Warga Sragen Langsung Protes. Dinilai Bakal Buat Warga Makin Miskin! https://t.co/r3kCuKxs04 lewat @JoglosemarNews"",Harjanto2105";;;;
"2022-02-28 04:17:35+00:00,1498150362414723072,""Catat, Syarat Bikin SIM dan SKCK di Polda Maluku Harus Ada BPJS Kesehatan https://t.co/Trizx7I4r6"",MalukuTeras";;;;
2022-02-28 03:57:22+00:00,1498145275701264385,@Mdy_Asmara1701 @msaid_didu Sama kayak kasus BPJS.viral dulu baru ditinjau kalau ngurus SIM wajib pakai BPJS,Alexand31916378;;;;
2022-02-28 03:38:54+00:00,1498140630081740804,@DOYEONzom hbd bpjs ktp sim kk ktm umkm semoga sehat dan bahagia amin https://t.co/O3visXGsd4,CURSEDSPIRlT;;;;
"2022-02-28 03:34:59+00:00,1498139640544784384,""Bagaimana nasib rakyar yg tidak memiliki dan tidak mau memliki bpjs ..";;;;
Apakah akan tidak memiliki sim dan stnk juga ..;;;;
